,car_park_no,address,car_park_type,type_of_parking_system,free_parking,night_parking,car_park_basement,address_adj,Name (English),Region
1861,PR9,BLK 463/466 PASIR RIS STREET 41,SURFACE CAR PARK,COUPON PARKING,NO,NO,N,PASIR RIS,PASIR RIS,East
1862,P40L,BLK 740 TO 745 PASIR RIS STREET 71,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,PASIR RIS,PASIR RIS,East
1863,PDS1,BLK 118 RIVERVALE DR,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1864,SK1,BLK 133A RIVERVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1865,SK12,BLK 103A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1866,SK14,BLK 142A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1867,SK16,BLK 111A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1868,SK18,BLK 188E RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1869,SK19,BLK 190C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1870,SK20,BLK 191C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1871,SK21,BLK 117D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1872,SK22,BLK 122F RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1873,SK24,BLK 185 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1874,SK27,BLK 119 RIVERVALE DRIVE,BASEMENT CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,Y,RIVER VALLEY,RIVER VALLEY,Central
1875,SK31,BLK 195A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1876,SK4,BLK 102A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1877,SK5,BLK 124D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1878,SK54,BLK 184 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1879,SK55,BLK 160 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1880,SK66,BLK 156A RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1881,SK8,BLK 126A RIVERVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1882,SK82,BLK 182 RIVERVALE CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,RIVER VALLEY,RIVER VALLEY,Central
1883,SK84,BLK 180 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1884,SK9,BLK 146A RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1885,S102,BLK 164 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,RIVER VALLEY,RIVER VALLEY,Central
1886,PDW5,BLK 548 WOODLANDS DR 44,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1887,PDW7,BLK 768 WOODLANDS AVE 6,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1888,PDW8,BLK 888A WOODLANDS DR 50,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1889,PD8W,BLK 883A WOODLANDS ST 82,SURFACE/MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1890,WCC,900 SOUTH WOODLANDS DR,BASEMENT CAR PARK,ELECTRONIC PARKING,NO,YES,Y,WOODLANDS,WOODLANDS,North
1891,W10,BLK 4/5 MARSILING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1892,W100,BLK 537-547 WOODLANDS DRIVE 16,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1893,W101,BLK 686 WOODLANDS DRIVE 73,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1894,W102,BLK 687 WOODLANDS DRIVE 75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1895,W103,BLK 766A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1896,W104,BLK 688 WOODLANDS DR 75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1897,W105,BLK 689 WOODLANDS DR 75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1898,W106,BLK 690 WOODLANDS DRIVE 75,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1899,W107,BLK 569A-569B CHAMPIONS WAY,SURFACE CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1900,W108,BLK 302A WOODLANDS STREET 31,SURFACE CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1901,W109,BLK 764B WOODLANDS CIRCLE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1902,W11,BLK 22/27 MARSILING DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1903,W11M,BLK 29A MARSILING DR,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1904,W12M,BLK 34A MARSILING DR,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1905,W13,BLK 201/206 MARSILING DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1906,W14,BLK 210/218 MARSILING CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1907,W16,MARSILING INDUSTRIAL EST,SURFACE CAR PARK,COUPON PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1908,W17,BLK 101-113 WOODLANDS ST 13,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1909,W18,BLK 114-133 MARSILING RISE,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1910,W181,BLK 181 MARSILING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1911,W182,BLK 182 WOODLANDS STREET 13,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1912,W185,BLK 185 WOODLANDS STREET 13,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1913,W19,BLK 134-143 MARSILING RD,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1914,W20,BLK 144-166 WOODLANDS ST 13,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1915,W21,BLK 167-179 WOODLANDS ST 13,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1916,W23,BLK 336-350 WOODLANDS STREET 32,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1917,W23T,BLK 344 WOODLANDS STREET 32,SURFACE CAR PARK,COUPON PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1918,W24,BLK 321-335 WOODLANDS STREET 32,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1919,W25,BLK 307-320 WOODLANDS AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1920,W26,BLK 301/302 WOODLANDS ST 31,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1921,W27,BLK 303 WOODLANDS ST 31,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1922,W28,BLK 304/305 WOODLANDS ST 31,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1923,W29,BLK 306/306A WOODLANDS ST 31,SURFACE CAR PARK,COUPON PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1924,W3,BLK 4A/6A WOODLANDS CENTRE ROAD,SURFACE CAR PARK,COUPON PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1925,W30,BLK 305 WOODLANDS ST 31,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1926,W36,BLK 801-810 WOODLANDS STREET 81,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1927,W37,BLK 816-821 WOODLANDS STREET 82,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1928,W39,BLK 830-836 WOODLANDS STREET 83,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1929,W4,BLK 6/7 MARSILING DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1930,W4M,BLK 7A MARSILING DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1931,W40,BLK 837-850 WOODLANDS STREET 82,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1932,W41,BLK 851-856 WOODLANDS STREET 83,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,NO,N,WOODLANDS,WOODLANDS,North
1933,W43,BLK 406A WOODLANDS STREET 41,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1934,W44,BLK 413A WOODLANDS STREET 41,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1935,W45,BLK 421A WOODLANDS STREET 41,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1936,W46,BLK 426A WOODLANDS STREET 41,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1937,W47,WOODLANDS INDUSTRIAL PARK E,SURFACE CAR PARK,COUPON PARKING,NO,NO,N,WOODLANDS,WOODLANDS,North
1938,W48,BLK 874A WOODLANDS STREET 81,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1939,W49,BLK 839A WOODLANDS STREET 82,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1940,W5,BLK 10/13 MARSILING LANE,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1941,W5M,BLK 13A MARSILING LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1942,W50,BLK 846A WOODLANDS AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1943,W505,BLK 505A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1944,W509,BLK 509A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1945,W51,BLK 866A WOODLANDS STREET 83,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1946,W516,BLK 516A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1947,W517,BLK 517A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1948,W519,BLK 519A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1949,W52,BLK 823A WOODLANDS STREET 82,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1950,W521,BLK 521A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1951,W523,BLK 523A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1952,W525,BLK 525A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1953,W527,BLK 527A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1954,W53,BLK 881A WOODLANDS STREET 82,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1955,W536,BLK 536A WOODLANDS DRIVE 14,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1956,W54,BLK 824A WOODLANDS STREET 81,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1957,W546,BLK 546A WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1958,W549,BLK 549A WOODLANDS DRIVE 44,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1959,W55,BLK 859A WOODLANDS STREET 83,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1960,W554,BLK 554A WOODLANDS DRIVE 53,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1961,W56,BLK 891C WOODLANDS DRIVE 50,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1962,W57,BLK 892C WOODLANDS DRIVE 50,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1963,W570,BLK 570 WOODLANDS AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1964,W574,BLK 574 WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1965,W578,BLK 578A WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1966,W579,BLK 579A WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1967,W58,BLK 895D WOODLANDS DRIVE 50,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1968,W586,BLK 586A WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1969,W588,BLK 588A WOODLANDS DRIVE 16,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1970,W59,BLK 897D WOODLANDS DRIVE 50,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1971,W6,BLK 15/16 MARSILING LANE,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1972,W60,WOODLANDS AVENUE 5,SURFACE CAR PARK,COUPON PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1973,W61,BLK 358A WOODLANDS AVENUE 5,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1974,W62,BLK 354A WOODLANDS AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1975,W63,BLK 371A WOODLANDS AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1976,W64,BLK 605A WOODLANDS DRIVE 42,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1977,W65,BLK 701A WOODLANDS DRIVE 40,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1978,W66,BLK 709A WOODLANDS DRIVE 70,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1979,W67,BLK 714A WOODLANDS DRIVE 70,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1980,W676,BLK 676 WOODLANDS DRIVE 71,BASEMENT CAR PARK,ELECTRONIC PARKING,NO,YES,Y,WOODLANDS,WOODLANDS,North
1981,W68,BLK 718A WOODLANDS AVENUE 6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1982,W69,BLK 721A WOODLANDS AVENUE 6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1983,W691,BLK 691 WOODLANDS DRIVE 73,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1984,W693,BLK 693 WOODLANDS AVE 6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1985,W694,BLK 694 WOODLANDS DR 62,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1986,W7,BLK 17/21 MARSILING LANE,SURFACE CAR PARK,ELECTRONIC PARKING,SUN & PH FR 1PM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1987,W70,BLK 739A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1988,W71,BLK 728A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1989,W717,BLK 717C WOODLANDS DRIVE 70,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
1990,W72,BLK 792A WOODLANDS AVENUE 6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1991,W73,BLK 796A WOODLANDS DRIVE 72,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1992,W74,BLK 737A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1993,W75,BLK 747A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1994,W76,BLK 748A WOODLANDS CIRCLE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1995,W77,BLK 757A WOODLANDS AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1996,W78,BLK 759A WOODLANDS AVENUE 6,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1997,W780,BLK 780 WOODLANDS CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1998,W782,BLK 782 WOODLANDS CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
1999,W783,BLK 783 WOODLANDS RISE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2000,W785,BLK 785 WOODLANDS RISE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2001,W79,BLK 773A WOODLANDS DRIVE 60,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2002,W799,BLK 799 WOODLANDS DRIVE 60,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,YES,N,WOODLANDS,WOODLANDS,North
2003,W8M,BLK 2A MARSILING DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2004,W80,BLK 775A WOODLANDS CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2005,W81,BLK 786A WOODLANDS DRIVE 60,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2006,W82,BLK 787A WOODLANDS CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2007,W83,BLK 608A WOODLANDS RING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2008,W84,BLK 614A WOODLANDS AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2009,W85,BLK 622A WOODLANDS DRIVE 52,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
2010,W86,BLK 644A WOODLANDS RING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,SUN & PH FR 7AM-10.30PM,YES,N,WOODLANDS,WOODLANDS,North
